ADJ{affreux}, N{personnage.g=M num=SG}*	afʁøpɛʁsonaʒ	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{fille.g=F num=SG}*	mafij	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{frère.g=M num=SG}*	mQfʁɛʁ	1	0
DET{PossM}, N{gamin.g=M num=SG}*	mQgam3	1	0
DET{PossM}, N{gamin.g=M num=SG}*	mQgam3	1	0
DET{PossM}, N{gamin.g=M num=SG}*	mQgam3	1	0
DET{PossM}, N{gendre.g=M num=SG}*	mQʒ&dʁ	1	0
DET{PossM}, N{grand-mère.g=F num=SG}*	magʁ&mɛʁ	1	0
DET{PossM}, N{grand-père.g=M num=SG}*	mQgʁ&pɛʁ	1	0
DET{PossM}, N{grands-parents.g=M num=PL}*	megʁ&paʁ&	1	0
DET{PossM}, N{grands-parents.g=M num=PL}*	megʁ&paʁ&	1	0
DET{PossM}, N{grands-parents.g=M num=PL}*	megʁ&paʁ&	1	0
DET{PossM}, N{génération.g=F num=SG}*	maʒeneʁasjQ	1	0
DET{PossM}, N{horaire.g=M num=PL}*	meoʁɛʁ	1	0
DET{PossM}, N{immeuble.g=M num=SG}*	mQimœbl	1	0
DET{PossM}, N{jean.g=M num=SG}*	mQdʒin	1	0
DET{PossM}, N{journée.g=F num=PL}*	meʒuʁne	1	0
DET{PossM}, N{jus.g=M num=SG}*	mQʒy	1	0
DET{PossM}, N{langue.g=F num=SG}*	mal&g	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{maman.g=F num=SG}*	mamam&	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mari.g=M num=SG}*	mQmaʁi	1	0
DET{PossM}, N{mariage.g=M num=SG}*	mQmaʁjaʒ	1	0
DET{PossM}, N{menu.g=M num=PL}*	memœny	1	0
DET{PossM}, N{moyen.g=M num=PL}*	memwaj3	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{mère.g=F num=SG}*	mamɛʁ	1	0
DET{PossM}, N{métier.g=M num=SG}*	mQmetje	1	0
DET{PossM}, N{métier.g=M num=SG}*	mQmetje	1	0
DET{PossM}, N{métier.g=M num=SG}*	mQmetje	1	0
DET{PossM}, N{oncle.g=M num=SG}*	mQnQkl	1	1
DET{PossM}, N{palier.g=M num=SG}*	mQpalje	1	0
DET{PossM}, N{papa.g=M num=SG}*	mQpapa	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{parent.g=M num=PL}*	mepaʁ&	1	0
DET{PossM}, N{patron.g=M num=SG}*	mQpatʁQ	1	0
DET{PossM}, N{photo.g=F num=SG}*	mafoto	1	0
DET{PossM}, N{plume.g=F num=SG}*	maplym	1	0
DET{PossM}, N{problème.g=M num=SG}*	mQpʁoblɛm	1	0
DET{PossM}, N{province.g=F num=SG}*	mapʁov3s	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{père.g=M num=SG}*	mQpɛʁ	1	0
DET{PossM}, N{repas.g=M num=SG}*	mQʁœpa	1	0
DET{PossM}, N{région.g=F num=SG}*	maʁeʒjQ	1	0
DET{PossM}, N{sabot.g=M num=PL}*	mesabo	1	0
DET{PossM}, N{sac.g=M num=SG}*	mQsak	1	0
DET{PossM}, N{sac.g=M num=SG}*	mQsak	1	0
DET{PossM}, N{sac.g=M num=SG}*	mQsak	1	0
DET{PossM}, N{soeur.g=F num=SG}*	masœʁ	1	0
DET{PossM}, N{soeur.g=F num=SG}*	masœʁ	1	0
DET{PossM}, N{soeur.g=F num=SG}*	masœʁ	1	0
DET{PossM}, N{soeur.g=F num=SG}*	masœʁ	1	0
DET{PossM}, N{soeur.g=F num=SG}*	masœʁ	1	0
DET{PossM}, N{soixante.g=M num=PL}*	meswas&t	1	0
DET{PossM}, N{sortie.g=F num=PL}*	mesɔʁti	1	0
DET{PossM}, N{sous-directeur.g=M num=SG}*	mQsudiʁɛktœʁ	1	0
DET{PossM}, N{stage.g=M num=SG}*	mQstaʒ	1	0
DET{PossM}, N{stock.g=M num=SG}*	mQstɔk	1	0
DET{PossM}, N{tante.g=F num=SG}*	mat&t	1	0
DET{PossM}, N{thèse.g=F num=SG}*	matɛz	1	0
DET{PossM}, N{ticket.g=M num=SG}*	mQtikɛ	1	0
DET{PossM}, N{ticket.g=M num=SG}*	mQtikɛ	1	0
DET{PossM}, N{ticket.g=M num=SG}*	mQtikɛ	1	0
DET{PossM}, N{travail.g=M num=SG}*	mQtʁavaj	1	0
DET{PossM}, N{travail.g=M num=SG}*	mQtʁavaj	1	0
DET{PossM}, N{tête.g=F num=SG}*	matɛt	1	0
DET{PossM}, N{valise.g=F num=PL}*	mevaliz	1	0
DET{PossM}, N{valise.g=F num=PL}*	mevaliz	1	0
DET{PossM}, N{viande.g=F num=SG}*	mavj&d	1	0
DET{PossM}, N{vie.g=F num=SG}*	mavi	1	0
DET{PossM}, N{vie.g=F num=SG}*	mavi	1	0
DET{PossM}, N{vie.g=F num=SG}*	mavi	1	0
DET{PossM}, N{vie.g=F num=SG}*	mavi	1	0
DET{PossM}, N{village.g=M num=SG}*	mQvilaʒ	1	0
DET{PossM}, N{voisin.g=F num=SG}*	mavwazin	1	0
DET{PossM}, N{voisin.g=F num=SG}*	mavwazin	1	0
DET{PossM}, N{voisin.g=M num=SG}*	mQvwaz3	1	0
DET{PossM}, N{voix.g=F num=SG}*	mavwa	1	0
DET{PossM}, N{âge.g=M num=PL}*	mezaʒ	1	1
DET{PossM}, N{âge.g=M num=SG}*	mQaʒ	1	0
DET{PossM}, N{âge.g=M num=SG}*	mQaʒ	1	0
DET{PossM}, N{âge.g=M num=SG}*	mQaʒ	1	0
DET{PossM}, N{âge.g=M num=SG}*	mQaʒ	1	0
DET{PossM}, N{étude.g=F num=PL}*	meetyd	1	0
DET{PossM}, N{étude.g=F num=PL}*	meetyd	1	0
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossM}, N{étude.g=F num=PL}*	mezetyd	1	1
DET{PossN}, N{bestiole.g=F num=PL}*	nobɛstjɔl	1	0
DET{PossN}, N{cas.g=M num=SG}*	nɔtʁka	1	0
DET{PossN}, N{chat.g=F num=SG}*	nɔtʁʃat	1	0
DET{PossN}, N{chien.g=M num=PL}*	noʃj3	1	0
DET{PossN}, N{dirigeant.g=M num=PL}*	nodiʁiʒ&	1	0
DET{PossN}, N{faiblesse.g=F num=PL}*	nofɛblɛs	1	0
DET{PossN}, N{garage.g=M num=SG}*	nɔtʁgaʁaʒ	1	0
DET{PossN}, N{grand-mère.g=F num=PL}*	nogʁ&mɛʁ	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{liberté.g=F num=SG}*	nɔtʁlibɛʁte	1	0
DET{PossN}, N{mariage.g=M num=SG}*	nɔtʁmaʁjaʒ	1	0
DET{PossN}, N{mariage.g=M num=SG}*	nɔtʁmaʁjaʒ	1	0
DET{PossN}, N{mariage.g=M num=SG}*	nɔtʁmaʁjaʒ	1	0
DET{PossN}, N{niveau.g=M num=SG}*	nɔtʁnivo	1	0
DET{PossN}, N{parent.g=M num=PL}*	nopaʁ&	1	0
DET{PossN}, N{pays.g=M num=PL}*	nopei	1	0
DET{PossN}, N{pays.g=M num=SG}*	nɔtʁpei	1	0
DET{PossN}, N{promenade.g=F num=SG}*	nɔtʁpʁɔmnad	1	0
DET{PossN}, N{promenade.g=F num=SG}*	nɔtʁpʁɔmnad	1	0
DET{PossN}, N{relation.g=F num=PL}*	noʁølasjQ	1	0
DET{PossN}, N{village.g=M num=SG}*	nɔtʁvilaʒ	1	0
DET{PossN}, N{époque.g=F num=SG}*	nɔtʁepɔk	1	0
DET{PossS}, N{ami.g=M num=SG}*	sQami	1	0
DET{PossS}, N{anniversaire.g=M num=SG}*	sQnanivɛʁsɛʁ	1	1
DET{PossS}, N{année.g=F num=SG}*	sQane	1	0
DET{PossS}, N{appartement.g=M num=SG}*	sQapaʁtœm&	1	0
DET{PossS}, N{atelier.g=M num=SG}*	sQatœlje	1	0
DET{PossS}, N{autorité.g=F num=SG}*	sQnotoʁite	1	1
DET{PossS}, N{bac.g=M num=SG}*	sQbak	1	0
DET{PossS}, N{boutique.g=F num=SG}*	sabutik	1	0
DET{PossS}, N{bébé.g=M num=SG}*	sQbebe	1	0
DET{PossS}, N{caisse.g=F num=PL}*	sekɛs	1	0
DET{PossS}, N{caractère.g=M num=SG}*	sQkaʁaktɛʁ	1	0
DET{PossS}, N{certificat.g=M num=PL}*	sesɛʁtifika	1	0
DET{PossS}, N{chambre.g=F num=SG}*	saʃ&bʁ	1	0
DET{PossS}, N{charge.g=F num=SG}*	saʃaʁʒ	1	0
DET{PossS}, N{chemise.g=F num=PL}*	seʃœmiz	1	0
DET{PossS}, N{chemise.g=F num=PL}*	seʃœmiz	1	0
DET{PossS}, N{chemise.g=F num=PL}*	seʃœmiz	1	0
DET{PossS}, N{concours.g=M num=SG}*	sQkQkuʁ	1	0
DET{PossS}, N{date.g=F num=SG}*	sadat	1	0
DET{PossS}, N{dernier.g=F num=SG}*	sadɛʁnjɛʁ	1	0
DET{PossS}, N{diplôme.g=M num=SG}*	sQdiplom	1	0
DET{PossS}, N{diplôme.g=M num=SG}*	sQdiplom	1	0
DET{PossS}, N{défense.g=F num=SG}*	sadef&s	1	0
DET{PossS}, N{enfant.g=M num=PL}*	se&f&	1	0
DET{PossS}, N{enfant.g=M num=PL}*	se&f&	1	0
DET{PossS}, N{enfant.g=M num=PL}*	se&f&	1	0
DET{PossS}, N{enfant.g=M num=PL}*	sez&f&	1	1
DET{PossS}, N{enfant.g=M num=PL}*	sez&f&	1	1
DET{PossS}, N{femme.g=F num=SG}*	safam	1	0
DET{PossS}, N{feuilleton.g=M num=SG}*	sQfœjœtQ	1	0
DET{PossS}, N{fil.g=M num=SG}*	sQfil	1	0
DET{PossS}, N{fille.g=F num=SG}*	safij	1	0
DET{PossS}, N{film.g=M num=PL}*	sefilm	1	0
DET{PossS}, N{foyer.g=M num=SG}*	sQfwaje	1	0
DET{PossS}, N{gueule.g=F num=SG}*	sagœl	1	0
DET{PossS}, N{hauteur.g=F num=SG}*	saotœʁ	1	0
DET{PossS}, N{histoire.g=F num=SG}*	sQistwaʁ	1	0
DET{PossS}, N{histoire.g=F num=SG}*	sQistwaʁ	1	0
DET{PossS}, N{imprimante.g=F num=SG}*	sQn3pʁim&t	1	1
DET{PossS}, N{jardin.g=M num=SG}*	sQʒaʁd3	1	0
DET{PossS}, N{jeunesse.g=F num=SG}*	saʒœnɛs	1	0
DET{PossS}, N{langue.g=F num=SG}*	sal&g	1	0
DET{PossS}, N{lieu.g=M num=SG}*	sQljø	1	0
DET{PossS}, N{lieu.g=M num=SG}*	sQljø	1	0
DET{PossS}, N{lit.g=M num=SG}*	sQli	1	0
DET{PossS}, N{maillot.g=M num=SG}*	sQmajo	1	0
DET{PossS}, N{maman.g=F num=SG}*	samam&	1	0
DET{PossS}, N{maman.g=F num=SG}*	samam&	1	0
DET{PossS}, N{mari.g=M num=SG}*	sQmaʁi	1	0
DET{PossS}, N{mère.g=F num=SG}*	samɛʁ	1	0
DET{PossS}, N{mère.g=F num=SG}*	samɛʁ	1	0
DET{PossS}, N{mère.g=F num=SG}*	samɛʁ	1	0
DET{PossS}, N{métier.g=M num=SG}*	sQmetje	1	0
DET{PossS}, N{neveux.g=M num=PL}*	senœvø	1	0
DET{PossS}, N{nièce.g=F num=PL}*	senjɛs	1	0
DET{PossS}, N{nom.g=M num=SG}*	sQnQ	1	0
DET{PossS}, N{oiseau.g=M num=PL}*	sezwazo	1	1
DET{PossS}, N{passage.g=M num=SG}*	sQpasaʒ	1	0
DET{PossS}, N{pied.g=M num=PL}*	sepje	1	0
DET{PossS}, N{poil.g=M num=PL}*	sepwal	1	0
DET{PossS}, N{preuve.g=F num=PL}*	sepʁœv	1	0
DET{PossS}, N{preuve.g=F num=PL}*	sepʁœv	1	0
DET{PossS}, N{profession.g=F num=SG}*	sapʁofɛsjQ	1	0
DET{PossS}, N{père.g=M num=SG}*	sQpɛʁ	1	0
DET{PossS}, N{père.g=M num=SG}*	sQpɛʁ	1	0
DET{PossS}, N{retraite.g=F num=SG}*	saʁœtʁɛt	1	0
DET{PossS}, N{retraite.g=F num=SG}*	saʁœtʁɛt	1	0
DET{PossS}, N{sandwich.g=M num=PL}*	ses&dwitʃ	1	0
DET{PossS}, N{service.g=M num=SG}*	sQsɛʁvis	1	0
DET{PossS}, N{soeur.g=F num=SG}*	sasœʁ	1	0
DET{PossS}, N{soeur.g=F num=SG}*	sasœʁ	1	0
DET{PossS}, N{tablier.g=M num=SG}*	sQtablije	1	0
DET{PossS}, N{temps.g=M num=SG}*	sQt&	1	0
DET{PossS}, N{temps.g=M num=SG}*	sQt&	1	0
DET{PossS}, N{temps.g=M num=SG}*	sQt&	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{tournée.g=F num=SG}*	satuʁne	1	0
DET{PossS}, N{travail.g=M num=SG}*	sQtʁavaj	1	0
DET{PossS}, N{travail.g=M num=SG}*	sQtʁavaj	1	0
DET{PossS}, N{truc.g=M num=SG}*	sQtʁyk	1	0
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQnyzin	1	1
DET{PossS}, N{usine.g=F num=SG}*	sQyzin	1	0
DET{PossS}, N{valise.g=F num=SG}*	savaliz	1	0
DET{PossS}, N{ventre.g=M num=SG}*	sQv&tʁ	1	0
DET{PossS}, N{vie.g=F num=SG}*	savi	1	0
DET{PossS}, N{vie.g=F num=SG}*	savi	1	0
DET{PossS}, N{vie.g=F num=SG}*	savi	1	0
DET{PossS}, N{vie.g=F num=SG}*	savi	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
DET{PossS}, N{village.g=M num=SG}*	sQvilaʒ	1	0
